StromalScore	ImmuneScore	ESTIMATEScore	TumorPurity
TCGA-AA-3844-01	-934.312607015598	517.962869093449	-416.34973792215	0.855711579193598
TCGA-G4-6303-01	-163.625735972932	148.682271617985	-14.9434643549462	0.823754968926241
TCGA-DM-A1HB-01	-1117.70086997204	-165.082099419654	-1282.7829693917	0.9144338083029
TCGA-D5-5539-01	32.8986900242021	682.104099717489	715.002789741691	0.75840012604923
TCGA-AA-3538-01	-324.81723836595	239.604871301927	-85.2123670640236	0.829558900037287
TCGA-AA-A03F-01	-1171.76384982764	501.778184848052	-669.985664979592	0.874379330546772
TCGA-AA-3660-01	-696.097989880807	159.412663892238	-536.685325988569	0.864717834296726
TCGA-CM-5860-01	481.011258109149	648.488295194971	1129.49955330412	0.71736423727808
TCGA-AA-3975-01	-455.628676119144	555.828464367726	100.199788248583	0.81405542056782
TCGA-AZ-6607-01	937.991420113073	1045.52378226997	1983.51520238304	0.624625672577649
TCGA-NH-A50V-01	-52.6739749905622	588.796225364278	536.122250373715	0.775251145035372
TCGA-AA-A01D-01	99.1193908812407	665.704011113528	764.823401994768	0.753613296289236
TCGA-A6-3810-01	519.570266040051	1160.36759598687	1679.93786202692	0.658793349025177
TCGA-CM-5861-01	-1187.17952465814	-0.31939000673708	-1187.49891466488	0.90868368052031
TCGA-AA-3492-01	-445.557415725526	742.881036781618	297.323621056092	0.796911636806737
TCGA-G4-6304-01	-1605.30180501001	175.484227334646	-1429.81757767536	0.922955551159702
TCGA-DM-A1D7-01	-1037.53132215833	-36.5636641301635	-1074.09498628849	0.901608486035686
TCGA-G4-6314-01	315.957349783068	219.66105910239	535.618408885458	0.775297858770703
TCGA-AA-3561-01	-887.503490093484	259.316008457497	-628.187481635987	0.871385688680164
TCGA-AA-A00U-01	-1028.38243439279	-26.6053059252909	-1054.98774031808	0.900391750319283
TCGA-AA-A02K-01	-1347.84737619287	-216.997652151236	-1564.84502834411	0.930402791852628
TCGA-DM-A288-01	-1482.80611090634	-515.757211082463	-1998.5633219888	0.951837730106444
TCGA-A6-3809-01	-27.3551703496729	1353.03225815176	1325.67708780209	0.69700706231706
TCGA-F4-6809-01	178.972056133272	894.874496481935	1073.84655261521	0.723031715397569
TCGA-CM-6675-01	-966.105922872336	-176.765676790712	-1142.87159966305	0.905929352124914
TCGA-DM-A0X9-01	-1088.13355148871	176.900394325797	-911.23315716291	0.891011133692014
TCGA-CM-5341-01	684.724562102748	1515.82036147267	2200.54492357542	0.599434688518061
TCGA-A6-3807-01	-197.560698715944	852.725167817444	655.1644691015	0.764095834440873
TCGA-AA-3489-01	1284.03490275987	1925.92675217083	3209.96165493071	0.474700740316795
TCGA-AY-A69D-01	-1089.07287150307	-166.163232086597	-1255.23610358966	0.912789764753623
TCGA-D5-6539-01	-840.606271801137	452.760150764227	-387.84612103691	0.853539071674594
TCGA-SS-A7HO-01	-1462.41745930273	-696.382847411773	-2158.8003067145	0.958785352821107
TCGA-AA-3520-01	-5.68001429823346	654.320329116202	648.640314817969	0.764713279615733
TCGA-AA-3947-01	62.9074292847944	869.301105391201	932.208534675996	0.737237023723225
TCGA-AA-3864-01	-398.851450970129	321.887327784701	-76.9641231854282	0.828882188039479
TCGA-AA-3552-01	-562.912145435186	1135.55617499953	572.644029564345	0.771853745258857
TCGA-AA-A00N-01	282.815412942754	655.642635722523	938.458048665277	0.736616916408241
TCGA-AA-3688-01	-798.224867511826	351.172565503118	-447.052302008708	0.858034928445303
TCGA-D5-6532-01	-1177.48783089274	-195.980244460307	-1373.46807535305	0.919740278215789
TCGA-AA-A01R-01	-641.164914011237	1509.91488173261	868.749967721374	0.743498468396528
TCGA-AA-A01X-01	-960.624146047768	-17.039827903587	-977.663973951355	0.89539559915991
TCGA-5M-AATE-01	-1116.54738125951	-184.306349561913	-1300.85373082142	0.915504182487945
TCGA-DM-A28K-01	-1316.29976448214	-227.107700807853	-1543.40746529	0.92924476840621
TCGA-AA-3496-01	262.13722809737	1168.77801649275	1430.91524459012	0.685847317443283
TCGA-AA-3980-01	-510.089282472625	1183.3974149503	673.308132477678	0.762375037779194
TCGA-CM-6165-01	137.262624629801	575.974928293137	713.237552922938	0.758568989803004
TCGA-F4-6459-01	384.033972255631	282.329779906085	666.363752161716	0.763034302005329
TCGA-A6-2685-01	689.960514797282	1349.00642051792	2038.9669353152	0.618248583796501
TCGA-AA-A02E-01	-1195.29893844229	55.9977945158697	-1139.30114392642	0.905707308013547
TCGA-DM-A28G-01	-1279.70313786921	-209.268858315679	-1488.97199618489	0.926262928815764
TCGA-AY-6386-01	-1026.59503613106	455.965584010541	-570.629452120524	0.867209642619201
TCGA-A6-6138-01	242.882552921637	1515.32867985987	1758.21123278151	0.650106137125836
TCGA-F4-6463-01	40.1107033914463	202.731691343831	242.842394735277	0.80171718496359
TCGA-AA-3819-01	-910.643376620334	144.380466504615	-766.262910115719	0.881149426418489
TCGA-F4-6806-01	-531.625085564033	323.94143893006	-207.683646633972	0.839463217397653
TCGA-AA-3966-01	381.063649445379	1868.21644393939	2249.28009338476	0.59369336208918
TCGA-AA-A03J-01	-523.227205338764	842.08529120979	318.858085871026	0.794998105701099
TCGA-CM-4750-01	-723.914658430952	290.362787736018	-433.551870694934	0.85701545689123
TCGA-AA-3524-01	-696.137217003717	335.371268331807	-360.765948671909	0.851461215335507
TCGA-AA-3519-01	-768.039056764848	445.353652359099	-322.68540440575	0.848516548361642
TCGA-CM-6161-01	-387.034772682153	679.127083982252	292.092311300098	0.79737528437475
TCGA-AA-3867-01	180.696005818258	443.093444239807	623.789450058065	0.767058734025696
TCGA-D5-7000-01	-282.879637410307	533.612483801714	250.732846391407	0.801024371095502
TCGA-A6-5660-01	-310.159459177638	206.763601168158	-103.39585800948	0.831046434302591
TCGA-AZ-4682-01	-1004.2861983193	68.7668529006905	-935.519345418611	0.892623880885846
TCGA-A6-5662-01	-655.045837643484	-235.330653608737	-890.37649125222	0.889617088431774
TCGA-QG-A5Z2-01	-1629.32879726064	792.922551939545	-836.406245321099	0.885971081363102
TCGA-A6-2676-01	-133.059458995102	1544.56390968823	1411.50445069313	0.687918080787839
TCGA-AA-3560-01	-423.933150987608	706.356491848722	282.423340861114	0.798231001078154
TCGA-NH-A8F7-01	-1510.32417615047	-698.576384407732	-2208.9005605582	0.960848947874968
TCGA-AA-A01Q-01	-1065.40318017509	642.175935527903	-423.22724464719	0.856233531706574
TCGA-CM-6172-01	-451.531169359865	106.602234090496	-344.928935269369	0.850239807477594
TCGA-AA-3956-01	-389.83379287452	530.93677813724	141.102985262719	0.810553655408552
TCGA-AA-3655-01	-466.40097420451	330.902776499126	-135.498197705384	0.833658166183744
TCGA-D5-6922-01	200.321075104324	324.029689374734	524.350764479058	0.776341431687187
TCGA-NH-A6GB-01	-934.965668993567	499.900441657815	-435.065227335752	0.857129904069701
TCGA-CA-6715-01	-1320.91715407731	-530.595084412532	-1851.51223848984	0.944998378141109
TCGA-F4-6856-01	-878.416115572055	211.566439616081	-666.849675955974	0.874155867542802
TCGA-A6-2679-01	-455.76203538622	1157.11811470311	701.356079316894	0.759704253985461
TCGA-G4-6586-01	-1453.72061099772	718.435036349711	-735.285574648009	0.878990276769762
TCGA-AZ-4315-01	-491.032217021186	661.108438009004	170.076220987818	0.808055539990908
TCGA-CK-4952-01	-967.327831922485	139.798037692969	-827.529794229516	0.885366094140538
TCGA-AA-3848-01	-941.370828031658	327.83692483608	-613.533903195578	0.870328408199979
TCGA-DM-A28F-01	-1300.32144019002	-189.782311215697	-1490.10375140572	0.926325526215963
TCGA-AY-A54L-01	-2042.31342028922	-650.582306584509	-2692.89572687373	0.978093128346132
TCGA-CM-6677-01	-110.091914894095	495.346326375574	385.254411481479	0.789048274384192
TCGA-AA-3553-01	-248.706760897785	939.753381379688	691.046620481902	0.760687441238769
TCGA-AU-6004-01	-16.0826434185798	1130.64356839801	1114.56092497943	0.71889024351706
TCGA-CK-4948-01	-104.920337669186	438.783277623698	333.862939954512	0.793660092339244
TCGA-AZ-6606-01	-1475.58205772507	-154.817275357516	-1630.39933308258	0.933886722449971
TCGA-A6-A565-01	108.264945245724	1744.29590934327	1852.56085458899	0.639520729006198
TCGA-AA-3710-01	-27.7409826928015	1982.56643021734	1954.82544752454	0.627908848570551
TCGA-AA-3811-01	-540.491748336566	648.830263147393	108.338514810827	0.813360990385161
TCGA-A6-6781-01	1222.27229406113	1410.27724933906	2632.5495434002	0.547506387470556
TCGA-AA-3542-01	-869.280643372041	213.188490357468	-656.092153014572	0.873387905171551
TCGA-D5-6541-01	489.853599431831	1195.26966286185	1685.12326229368	0.658220521896383
TCGA-AA-A017-01	-540.825197708366	217.210276596437	-323.61492111193	0.848588741461763
TCGA-F4-6808-01	-1312.53045076028	-279.785727969279	-1592.31617872956	0.931873271129798
TCGA-AA-3851-01	-528.572735755155	869.728344533174	341.155608778018	0.793008399451208
TCGA-CM-4747-01	-506.892267977827	228.998043381424	-277.894224596403	0.845019040634292
TCGA-NH-A6GC-01	-302.301886008735	-131.519853836742	-433.821739845477	0.857035868769848
TCGA-D5-6930-01	89.8022658909798	1062.81933550938	1152.62160140036	0.714995482105732
TCGA-G4-6307-01	-1562.43671525794	-454.368874301486	-2016.80558955942	0.952655321775594
TCGA-CM-5864-01	-1001.79661978609	224.90694241464	-776.889677371446	0.881885927405086
TCGA-AA-A00E-01	-492.494902243791	1091.20444096273	598.709538718938	0.769415457564665
TCGA-AA-3846-01	-687.909583342314	725.369771515673	37.4601881733587	0.819369551679044
TCGA-AA-3837-01	-458.566383261756	260.279591212669	-198.286792049087	0.838712857892837
TCGA-AZ-4323-01	234.154060558079	2014.32819369584	2248.48225425391	0.593787598263354
TCGA-D5-6923-01	195.0883770854	216.513022169539	411.60139925494	0.786666495160305
TCGA-CK-4950-01	-585.307902783334	973.007484987179	387.699582203845	0.788827726153108
TCGA-A6-6650-01	-827.969034260821	-116.60583682148	-944.574871082301	0.893222319175828
TCGA-DM-A1DA-01	-1387.97065465401	-282.648703221241	-1670.61935787525	0.935981462500671
TCGA-AA-3715-01	512.86887190897	1733.64414440977	2246.51301631874	0.594020158473222
TCGA-AA-3664-01	-1211.82571699211	210.263152528923	-1001.56256446318	0.896952114890748
TCGA-AA-3697-01	-817.395447494264	439.810004610103	-377.585442884161	0.852753357029496
TCGA-AA-3517-01	-582.129594695598	477.99565811934	-104.133936576258	0.831106689225753
TCGA-D5-6533-01	-614.646533798092	243.783528525571	-370.863005272521	0.852237535283045
TCGA-AA-3531-01	-1106.58411211008	-48.3157014318136	-1154.8998135419	0.906675546663015
TCGA-CM-6166-01	-784.566004860634	-629.718339542084	-1414.28434440272	0.92207552794132
TCGA-CM-6170-01	-162.009201294644	510.510295780818	348.501094486174	0.792351068078725
TCGA-AA-3979-01	-1234.30907406008	-151.275711731207	-1385.58478579128	0.92043696954155
TCGA-D5-5541-01	-42.0367128408485	738.046503361242	696.009790520394	0.760214333467248
TCGA-CK-5913-01	-354.620378395754	757.721372926741	403.100994530987	0.787436222882732
TCGA-NH-A8F8-01	-282.366412382651	218.894912553356	-63.4714998292951	0.827772591520979
TCGA-AA-3548-01	-493.566588292932	746.69900618576	253.132417892828	0.800813465795467
TCGA-AA-3554-01	297.320589472532	1553.47300711227	1850.7935965848	0.639720137397851
TCGA-A6-5665-01	-1274.50730895892	323.534459149953	-950.972849808965	0.89364418095813
TCGA-AA-A00J-01	-418.907834213556	329.413668095585	-89.4941661179707	0.829909712937738
TCGA-G4-6302-01	1005.75423420226	915.313392786058	1921.06762698832	0.631757734914391
TCGA-AA-3869-01	-269.559553373804	1060.69206379011	791.132510416303	0.751069204820661
TCGA-T9-A92H-01	-1441.98191369182	-288.059312258793	-1730.04122595061	0.939016547728469
TCGA-A6-6649-01	-160.431260334711	704.868383146322	544.437122811612	0.774479618213638
TCGA-AA-3870-01	279.032019649044	1113.46270671924	1392.49472636828	0.689940644845448
TCGA-AA-3532-01	11.8488400401719	1331.19743422672	1343.04627426689	0.695176575353799
TCGA-AA-3511-01	-43.6891057474772	221.821772335489	178.132666588012	0.807358302253671
TCGA-AA-3562-01	-404.644646355508	541.601756806206	136.957110450697	0.810909920916538
TCGA-AZ-4616-01	-672.693865321626	533.623479188668	-139.070386132959	0.833947643208028
TCGA-CM-4744-01	-1206.40648591447	693.705959412392	-512.700526502079	0.862944183975135
TCGA-AD-5900-01	-116.997945097787	976.29625668889	859.298311591103	0.74442555477176
TCGA-AA-A01G-01	-1342.96504001758	-275.502936470816	-1618.4679764884	0.933259049601144
TCGA-AZ-5403-01	6.31235958280462	294.664042573461	300.976402156266	0.796587614574224
TCGA-AA-3949-01	375.884966651118	2055.08836037923	2430.97332703035	0.57202327971783
TCGA-AA-A01K-01	-147.752418205736	527.437171893229	379.684753687494	0.789550263950244
TCGA-AU-3779-01	-130.654547046147	1042.28510518858	911.630558142433	0.739274483555558
TCGA-AY-5543-01	-1156.70562548888	503.424061662987	-653.281563825891	0.87318690280255
TCGA-AZ-4614-01	-1611.42430263303	-95.2758461918462	-1706.70014882488	0.937832864673128
TCGA-AD-6889-01	-1054.08873665502	44.4680303223428	-1009.62070633268	0.897474454403392
TCGA-AA-3973-01	-707.112242092585	-96.6856919049223	-803.797933997507	0.883741236718052
TCGA-NH-A6GA-01	-949.332624569012	-15.2098924446741	-964.542517013687	0.894536311312878
TCGA-D5-5538-01	285.452580640808	1237.4993421399	1522.9519227807	0.675953247191284
TCGA-AA-A00L-01	-1223.20976181012	-214.614679137353	-1437.82444094748	0.923407299890685
TCGA-AA-A00W-01	-1797.09166131605	-8.97699003078407	-1806.06865134684	0.94279558590583
TCGA-D5-6927-01	84.5592099499614	1215.1596110811	1299.71882103106	0.699734277714314
TCGA-NH-A50T-01	-1363.59763104616	-631.570686808041	-1995.1683178542	0.951684817541283
TCGA-AA-3833-01	-61.6242001990778	1025.94236998905	964.318169789977	0.734044365010939
TCGA-DM-A1D9-01	-1191.16246096745	-415.809223834083	-1606.97168480153	0.93265155622992
TCGA-AA-A00A-01	-398.952357243012	729.15167152068	330.199314277669	0.793987140812599
TCGA-DM-A280-01	-855.73477879037	39.7170489819416	-816.017729808428	0.884579234273704
TCGA-CA-6718-01	-189.098926834655	1503.71542729685	1314.6165004622	0.698170344258666
TCGA-D5-6531-01	-126.29804708396	750.176714354896	623.878667270936	0.767050331835724
TCGA-D5-6536-01	-304.849149813272	494.876535205047	190.027385391776	0.806326820791558
TCGA-AA-A01F-01	-1752.198416618	-208.504820712571	-1960.70323733057	0.950119122371857
TCGA-G4-6299-01	-57.3121085908128	1011.51505711898	954.202948528171	0.735051883488373
TCGA-AA-3982-01	-161.810732658507	1146.39002394574	984.579291287237	0.732021407389393
TCGA-G4-6322-01	-868.212484245247	123.595451591216	-744.617032654031	0.879642603048782
TCGA-A6-6140-01	-1274.41115488941	148.518719241587	-1125.89243564782	0.904871208960271
TCGA-G4-6309-01	-1186.10130273358	59.4116004630247	-1126.68970227055	0.904921020514594
TCGA-AA-3530-01	-1139.66201717713	480.802682937638	-658.859334239487	0.873585657941725
TCGA-AZ-6598-01	-736.670837931816	850.053313417685	113.382475485869	0.812930035849503
TCGA-AA-3950-01	499.28068523376	1797.55573580716	2296.83642104092	0.588061619423738
TCGA-CM-6167-01	1171.4256471637	1053.5171216468	2224.9427688105	0.596564276681285
TCGA-AA-A010-01	-937.232214665325	319.787025442235	-617.445189223089	0.870611008268504
TCGA-AA-3514-01	96.4130560329482	471.550907371143	567.963963404091	0.772290344691638
TCGA-AA-3989-01	-96.2558218716692	978.268443312377	882.012621440707	0.742195159353725
TCGA-CA-5796-01	-1196.47687045605	427.580877864226	-768.895992591827	0.88133211526963
TCGA-AA-A02W-01	-1072.62534900676	-252.546332866963	-1325.17168187372	0.916934424260135
TCGA-A6-2684-01	1063.8455905773	795.30067937852	1859.14626995582	0.638777285406068
TCGA-AA-3841-01	-370.409287062203	908.891237468977	538.481950406774	0.775032308678968
TCGA-CM-6678-01	-890.787048806362	-337.894756825755	-1228.68180563212	0.911190831532373
TCGA-AD-6963-01	-979.702852038832	723.002700468773	-256.700151570059	0.843351366088463
TCGA-AD-6901-01	497.962022146481	948.672143034003	1446.63416518048	0.684166325969023
TCGA-5M-AAT4-01	-1319.49619282243	-520.791574883956	-1840.28776770638	0.944458199686137
TCGA-DM-A0XD-01	-782.801298837968	-115.856721365555	-898.658020203523	0.890171618995706
TCGA-A6-6141-01	-594.35138550511	826.319151801214	231.967766296104	0.802670259002346
TCGA-AA-3681-01	-741.089979327977	896.813783534384	155.723804206407	0.809294856303488
TCGA-A6-5666-01	-1355.00336915869	-279.228754124881	-1634.23212328357	0.934087746226112
TCGA-D5-6924-01	464.139827044974	1018.20057988485	1482.34040692982	0.680334357377832
TCGA-5M-AAT6-01	346.874035389964	1454.3944575238	1801.26849291376	0.645290741363678
TCGA-AA-3509-01	-590.077460885622	572.825818546055	-17.2516423395672	0.82394701073865
TCGA-CK-6748-01	432.276533600305	564.365765095254	996.642298695559	0.730813908532932
TCGA-AA-3525-01	-978.247374620231	600.016779152353	-378.230595467878	0.852802816801193
TCGA-A6-A56B-01	-419.107456372538	-274.51746261146	-693.624918983998	0.876057840988486
TCGA-AA-3972-01	-700.444302738029	32.8983517825011	-667.545950955528	0.874205498417201
TCGA-A6-2686-01	233.144995916272	1854.88481375083	2088.0298096671	0.612572062025462
TCGA-G4-6311-01	-100.630647858024	577.527863676858	476.897215818834	0.78071308691501
TCGA-AA-3861-01	-1413.17328456258	789.260422266287	-623.91286229629	0.871077683944347
TCGA-G4-6625-01	86.4848975266059	1624.84091092041	1711.32580844702	0.655320121711422
TCGA-AD-6965-01	-864.884623122108	-153.069465642847	-1017.95408876496	0.898013314631502
TCGA-AA-A00K-01	-828.570464146117	302.385588754854	-526.184875391263	0.863942654951659
TCGA-A6-6652-01	-1360.30049481988	-450.562668332234	-1810.86316315211	0.943029972089562
TCGA-A6-A5ZU-01	144.367880139003	832.022021663696	976.389901802699	0.732839851958656
TCGA-AA-A00O-01	-11.9782091495523	314.236550259515	302.258341109962	0.796473845083001
TCGA-AA-3549-01	-675.705259706496	526.513413704469	-149.191846002027	0.834766603616595
TCGA-AA-3970-01	-860.011999046565	806.890495313148	-53.1215037334167	0.826919235173208
TCGA-AA-3930-01	-350.835662196382	948.975755656865	598.140093460483	0.769468846573272
TCGA-G4-6627-01	225.508437679673	1128.80400991765	1354.31244759732	0.693986849898552
TCGA-F4-6704-01	991.582889338987	800.440056070074	1792.02294540906	0.646326915686505
TCGA-CM-5349-01	-61.0556994489562	720.398161064996	659.342461616039	0.763700061619323
TCGA-AA-3488-01	-1122.32503268754	203.436523232875	-918.88850945466	0.891520717664637
TCGA-AA-3518-01	-768.504313010459	988.915311169086	220.410998158627	0.803680875333931
TCGA-AA-3815-01	-471.002812198664	1582.17163421428	1111.16882201561	0.719236271279477
TCGA-AA-3526-01	-418.756205535174	856.013135913857	437.256930378683	0.784335916578194
TCGA-QL-A97D-01	-1178.309025114	657.103611174932	-521.205413939066	0.863574336437749
TCGA-AA-3939-01	-562.736584440637	740.223092570674	177.486508130037	0.807414265109068
TCGA-AA-A01V-01	-1650.18125664154	393.511538990841	-1256.6697176507	0.912875693642699
TCGA-AZ-4313-01	-1035.2880834874	-52.5014212337513	-1087.78950472115	0.902476180398442
TCGA-AD-6964-01	836.48414294948	1940.81974031204	2777.30388326152	0.529603559450468
TCGA-A6-2681-01	188.509699057542	752.67457217195	941.184271229492	0.736346213063696
TCGA-A6-2671-01	135.559518556468	532.605412684788	668.164931241256	0.762863383329619
TCGA-CA-6719-01	187.744571762632	639.085024489908	826.829596252541	0.747599392722347
TCGA-CM-4751-01	-309.988144082071	916.937608992044	606.949464909974	0.768642312096721
TCGA-AA-3692-01	-360.476862398895	927.366933384283	566.890070985388	0.772390475807269
TCGA-G4-6294-01	-973.029242858365	105.370542286846	-867.658700571519	0.888089159755774
TCGA-D5-6540-01	-698.75701721833	536.569001109938	-162.188016108392	0.835815464029317
TCGA-D5-6898-01	50.2438339122044	657.382683172774	707.626517084979	0.759105407007177
TCGA-G4-6297-01	338.50704904166	734.862218771107	1073.36926781277	0.723080112022442
TCGA-AA-3821-01	-256.471902283592	554.82175430594	298.349852022348	0.79682062748455
TCGA-G4-6295-01	-797.888459527383	918.776328264971	120.887868737588	0.812287952400046
TCGA-AA-3696-01	-803.635254511161	-266.752120574032	-1070.38737508519	0.901372942311687
TCGA-AA-3976-01	-554.697161684911	261.183115580575	-293.514046104337	0.846242866239939
TCGA-AA-3866-01	393.234575787642	1613.40948592151	2006.64406170916	0.621970802150174
TCGA-AA-3862-01	-587.449285202423	1036.41871322728	448.969428024859	0.783268239215536
TCGA-AA-3855-01	-739.757621159595	737.645690638361	-2.11193052123372	0.822685654075654
TCGA-AA-A01Z-01	-1336.87390728667	-469.517681940272	-1806.39158922694	0.942811387828775
TCGA-AA-3678-01	-852.035223899184	756.780618971355	-95.254604927829	0.83038115531667
TCGA-CK-5914-01	-573.361587714743	179.716692236405	-393.644895478337	0.853982258423664
TCGA-CM-4748-01	-304.572143905084	466.174390795307	161.602246890222	0.808787692878381
TCGA-AY-6197-01	-1199.78164303189	315.4095413466	-884.372101685293	0.889214212788076
TCGA-DM-A1D4-01	-1757.72857000758	-100.131693413493	-1857.86026342107	0.945302741704855
