StromalScore	ImmuneScore	ESTIMATEScore	TumorPurity
TCGA-AA-3968-01	-105.645123348752	621.043768616241	515.398645267488	0.777169034322849
TCGA-AA-3713-01	-684.005730432983	987.774752079212	303.769021646229	0.796339739038872
TCGA-CA-5797-01	-270.464725344967	267.183917807927	-3.28080753703955	0.822783183230016
TCGA-G4-6310-01	-552.37120252857	-676.48930226401	-1228.86050479258	0.9112016379707
TCGA-A6-5657-01	38.3543608297587	691.976055508202	730.330416337961	0.756931735463702
TCGA-A6-5667-01	-416.918314857725	-95.6920064268742	-512.610321284599	0.86293749319188
TCGA-NH-A50U-01	-760.580827976814	-150.514134344296	-911.09496232111	0.891001924313453
TCGA-AA-A02J-01	-1767.77492116575	-705.304105160397	-2473.07902632615	0.970868322106573
TCGA-A6-2682-01	-19.8017427682078	762.497239415778	742.69549664757	0.755744364861613
TCGA-D5-6932-01	-209.632125410161	438.222960216861	228.5908348067	0.802965803925492
TCGA-D5-6929-01	49.8307126413651	616.174235284621	666.004947925986	0.76306834352343
TCGA-A6-2675-01	498.185582022207	981.411661147588	1479.5972431698	0.680629415871064
TCGA-A6-6654-01	1121.75687548125	1902.39849060492	3024.15536608616	0.498526533845908
TCGA-A6-A567-01	-788.085864056727	-329.210040354874	-1117.2959044116	0.904333328539441
TCGA-AA-3666-01	-702.691339582421	713.472649236269	10.7813096538474	0.82160825725236
TCGA-DM-A1HA-01	-1950.61493462785	-330.57044467	-2281.18537929785	0.96373470541431
TCGA-CA-6717-01	685.521914797289	1385.59552812719	2071.11744292448	0.614532408000966
TCGA-CM-6163-01	-33.6338743235576	855.901894720863	822.268020397305	0.748043930881665
TCGA-CM-5862-01	-518.549602920913	-451.536690179463	-970.086293100376	0.894899762877406
TCGA-D5-6534-01	1483.37604513747	2199.63518683834	3683.0112319758	0.412490044775882
TCGA-A6-6137-01	-881.601384829429	693.48336095287	-188.118023876559	0.837899061686856
TCGA-AZ-6605-01	814.178887979109	1233.05006215298	2047.22895013209	0.61729491484127
TCGA-CA-6716-01	-557.739152986251	-447.253321824347	-1004.9924748106	0.897174599698777
TCGA-AA-A01I-01	-1243.1704017459	160.196515549233	-1082.97388619667	0.902171474946259
TCGA-AA-3495-01	-783.888588781842	641.938792218083	-141.949796563759	0.834180813150155
TCGA-AA-A02F-01	-1034.0380291458	-636.163957485324	-1670.20198663112	0.935959892353902
TCGA-G4-6626-01	-1470.41242324827	-351.05752879657	-1821.46995204484	0.943546839456407
TCGA-AA-A02Y-01	-1952.75204467392	331.937526389765	-1620.81451828416	0.933382720315674
TCGA-CM-6674-01	-167.224773785183	717.905869056915	550.681095271731	0.773899489107143
TCGA-D5-6931-01	-271.543206033695	778.950920687507	507.407714653812	0.777906643752706
TCGA-QG-A5Z1-01	-359.200611689341	-159.181766737795	-518.382378427136	0.863365318504238
TCGA-AA-3556-01	-739.250187695689	512.231935205442	-227.018252490247	0.84100210263527
TCGA-AZ-4615-01	-9.32832644518444	1370.7997351015	1361.47140865632	0.69322986605147
TCGA-AA-3941-01	-1153.91604179611	-14.3204842183713	-1168.23652601448	0.907499612093151
TCGA-D5-6538-01	-1449.26869717957	-892.640803126467	-2341.90950030604	0.96607509046434
TCGA-AY-A71X-01	-2119.80053034682	-675.547632992375	-2795.3481633392	0.981113006502676
TCGA-AA-3858-01	-382.186034147822	432.782710559027	50.5966764112056	0.818262609955431
TCGA-AA-A02H-01	-855.812038772401	-68.4935487433619	-924.305587515763	0.891880629205734
TCGA-D5-6928-01	1078.28099083049	2970.65369011965	4048.93468095014	0.362987874185184
TCGA-AA-A01C-01	-271.771649571685	153.10457047267	-118.667079099015	0.832291151215384
TCGA-CM-6164-01	-613.589166710368	338.457049462534	-275.132117247835	0.844802164890207
TCGA-AA-A00Z-01	-1036.10999310671	76.6082415647704	-959.501751541937	0.894205323077829
TCGA-AA-3534-01	-646.46482108225	47.6880559715946	-598.776765110655	0.869259586198247
TCGA-A6-2678-01	-452.369046564821	601.976065526381	149.60701896156	0.809821943036359
TCGA-AA-3510-01	-537.071988595455	993.162868490985	456.09087989553	0.782617936276121
TCGA-DM-A1D6-01	-1661.55643802838	-879.692135784177	-2541.24857381255	0.973217369666755
TCGA-CM-6680-01	34.6403793396338	849.68889991935	884.329279258984	0.741967214745429
TCGA-AA-3875-01	-441.257796569807	969.252276526219	527.994479956412	0.77600419470631
TCGA-CM-5348-01	712.84732662778	1052.96969572496	1765.81702235274	0.649257411285642
TCGA-CM-6171-01	-827.426437854468	387.12739315045	-440.299044704018	0.857525383936317
TCGA-AZ-5407-01	-1355.3372899008	484.718423631239	-870.618866269564	0.888288811330787
TCGA-AA-3977-01	-381.799100045534	842.166881824759	460.367781779225	0.782226975362639
TCGA-DM-A285-01	-511.841248675615	-588.272605457624	-1100.11385413324	0.903253942232368
TCGA-AZ-6599-01	-1875.87255826922	-411.17646384032	-2287.04902210954	0.963964040608925
TCGA-QG-A5YX-01	-1630.95124918984	-255.923522596339	-1886.87477178618	0.946683423442309
TCGA-A6-3808-01	562.338627278919	1245.75537127594	1808.09399855486	0.644525025197876
TCGA-DM-A1DB-01	-1786.73211140518	-37.5680500007391	-1824.30016140592	0.943684368643236
TCGA-WS-AB45-01	1953.69017878545	2233.04639570735	4186.73657449279	0.344066836965223
TCGA-AA-A01P-01	278.761533690651	1790.27310819099	2069.03464188164	0.614773567912886
TCGA-AA-3502-01	-1351.20562398865	579.952248354039	-771.253375634609	0.881495563806842
TCGA-CA-5254-01	-412.76945635697	-37.3983357672456	-450.167792124216	0.85826971317774
TCGA-D5-5537-01	-443.440225541633	-97.5222402642787	-540.962465805912	0.865032998736241
TCGA-A6-5661-01	420.809918283603	1320.71845702032	1741.52837530393	0.651964928473315
TCGA-QG-A5YW-01	-701.822854149713	625.894544141656	-75.9283100080573	0.828797120757339
TCGA-NH-A5IV-01	-322.157357629788	995.014399681761	672.857042051973	0.762417886079925
TCGA-D5-6920-01	-715.613679607254	746.99567378477	31.3819941775157	0.819880697924658
TCGA-CK-4947-01	-164.745012541735	959.883327759546	795.138315217811	0.750680859844333
TCGA-QG-A5YV-01	-1309.87804568504	-78.2176440636526	-1388.09568974869	0.920580978336509
TCGA-A6-2683-01	-1079.20865516229	15.1765521092628	-1064.03210305303	0.900968572283602
TCGA-AA-A024-01	-1358.24476365843	-54.8614393243995	-1413.10620298283	0.922008585617989
TCGA-A6-2680-01	-524.486087672922	522.059285643889	-2.42680202903273	0.82271192881407
TCGA-AZ-6603-01	-13.0302397229072	658.429280808051	645.399041085144	0.765019772635473
TCGA-F4-6807-01	863.915316341548	1333.85296494639	2197.76828128794	0.599760874502456
TCGA-AA-3842-01	-53.4840473932621	523.711593690808	470.227546297546	0.781324498449045
TCGA-A6-6651-01	1226.93029862988	1611.42012378786	2838.35042241774	0.521981336820204
TCGA-AA-3667-01	-703.331953984432	610.522349182639	-92.8096048017926	0.830181125581752
TCGA-D5-6926-01	409.433220882277	658.122941270031	1067.55616215231	0.723669275350322
TCGA-AY-A8YK-01	-1144.9289861235	-94.5483863871372	-1239.47737251064	0.911842544265152
TCGA-CM-6676-01	-450.305488362652	-303.977931174912	-754.283419537563	0.880316602583628
TCGA-AD-6899-01	458.37652734051	1172.68796588392	1631.06449322443	0.664173554589248
TCGA-AA-3986-01	-495.069967071235	1539.68883392094	1044.6188668497	0.72598884474662
TCGA-AA-A01T-01	-1263.31494985735	31.6253719578428	-1231.68957789951	0.911372636401004
TCGA-CM-6679-01	247.932034458608	640.204569829167	888.136604287775	0.741592411462631
TCGA-F4-6570-01	459.933433365107	1647.82463972478	2107.75807308989	0.610280550247205
TCGA-CM-5868-01	-398.551787539083	25.026885064287	-373.524902474796	0.852441885530621
TCGA-CK-4951-01	255.570846051027	1317.9041729698	1573.47501902082	0.670469377485261
TCGA-G4-6320-01	-1503.70975622637	-101.447557182919	-1605.15731340928	0.932555437513697
TCGA-CA-5256-01	-716.814615409234	502.235421559802	-214.579193849432	0.840012826052828
TCGA-DM-A28E-01	-1727.85927951908	-454.015075894876	-2181.87435541396	0.959742205280452
TCGA-AA-A00Q-01	-752.565995925831	212.706143731072	-539.859852194759	0.864951784393206
TCGA-D5-5540-01	-878.40269496227	61.033183117678	-817.369511844592	0.884671760713321
TCGA-G4-6321-01	-1343.13484173402	801.116874074656	-542.017967659366	0.865110721777118
TCGA-G4-6588-01	-681.60201437201	443.305618091601	-238.296396280408	0.841896628364141
TCGA-AA-3812-01	120.320248345822	888.860894781005	1009.18114312683	0.729556350001267
TCGA-3L-AA1B-01	-584.055953908533	218.222771245606	-365.833182662927	0.851851047416071
TCGA-AA-3831-01	-581.731846626934	705.085851595182	123.354004968248	0.812076760174489
TCGA-DM-A282-01	-926.304816692528	-478.163320289001	-1404.46813698153	0.921516926168325
TCGA-AA-3680-01	-922.931520304744	582.299090651675	-340.632429653069	0.849907652746076
TCGA-AZ-4308-01	27.725815924943	586.666554557667	614.39237048261	0.767942983788286
TCGA-DM-A28H-01	-1310.13718614662	-565.95721452306	-1876.09440066968	0.94617243318505
TCGA-AA-3955-01	-1018.60763736968	91.9122445787593	-926.695392790918	0.892039229000553
TCGA-AA-3506-01	-411.349945789819	882.294574734535	470.944628944716	0.781258799087712
TCGA-AZ-6600-01	170.538440239055	757.494338708523	928.032778947578	0.737651016876174
TCGA-CM-4752-01	-183.031248883392	1009.03931024014	826.008061356744	0.747679478318705
TCGA-G4-6315-01	-1627.90898265004	-484.19029351101	-2112.09927616105	0.956815071037939
TCGA-DM-A1D8-01	-1317.35004699878	-426.182356665347	-1743.53240366413	0.939695692253373
TCGA-CM-4743-01	-832.828987982782	689.076896516138	-143.752091466644	0.834326684212629
TCGA-AD-6895-01	-348.244940903085	802.520717805386	454.275776902301	0.782783765569818
TCGA-AA-3679-01	-673.441901822439	389.66332851082	-283.77857331162	0.845480605971513
TCGA-G4-6628-01	-86.0148443666539	1725.41089813467	1639.39605376802	0.663258787332365
TCGA-AA-A004-01	-450.954174089039	891.823429691654	440.869255602615	0.784006874576618
TCGA-DM-A28A-01	-597.302975822905	-207.31310962169	-804.616085444595	0.88379743197488
TCGA-G4-6317-01	-1753.2803598665	-816.55858113882	-2569.83894100532	0.974173570318605
TCGA-A6-5664-01	495.359527452657	1090.02279002744	1585.3823174801	0.669171556625419
TCGA-AA-3952-01	-116.170268369173	416.316241881004	300.145973511831	0.796661298384056
TCGA-AZ-6608-01	-1988.12959764214	-460.581829185104	-2448.71142682725	0.970005043761415
TCGA-CK-6751-01	-151.072551310122	297.249346190323	146.176794880202	0.810117241635496
TCGA-AD-A5EK-01	-942.05102400232	-365.126786331863	-1307.17781033418	0.915877251515595
TCGA-AG-3732-01	-825.324505182138	1025.1292546322	199.804749450061	0.805477110393908
TCGA-EI-6881-01	-1147.84636143612	171.046288946122	-976.800072490003	0.895339126762388
TCGA-AG-3901-01	1007.87103170483	1486.48692114293	2494.35795284776	0.564367037430706
TCGA-CI-6623-01	-697.610518902338	294.709352919064	-402.901165983273	0.854688411271331
TCGA-AG-3902-01	-694.988260854314	1326.73004753267	631.741786678355	0.766309291987081
TCGA-EI-6508-01	-818.605825664637	-194.92162966547	-1013.52745533011	0.897727243173792
TCGA-DC-6682-01	-1185.16367697202	-133.814458097745	-1318.97813506977	0.916571263705928
TCGA-AF-6655-01	158.853900773403	200.520359533661	359.374260307064	0.791376361591864
TCGA-AG-4007-01	-127.738930669388	891.357039613123	763.618108943735	0.753729579197996
TCGA-AH-6643-01	-737.079887210437	52.9534053901557	-684.126481820281	0.875384668919992
TCGA-DY-A1DG-01	-1790.37608978968	-439.88272373366	-2230.25881352334	0.961712887158188
TCGA-AG-A01N-01	-1104.98163190753	-388.693306462831	-1493.67493837036	0.926522881008821
TCGA-AG-3887-01	-684.25418303178	540.355936242348	-143.898246789432	0.834338510922593
TCGA-AG-3611-01	-1123.17212577692	612.406197242882	-510.765928534034	0.862800656048206
TCGA-AG-A02N-01	-1379.48556395787	431.637833411777	-947.847730546097	0.893438219268479
TCGA-F5-6811-01	480.593403812438	569.781675413977	1050.37507922642	0.72540751137296
TCGA-EI-6513-01	-654.362874832701	131.829126987285	-522.533747845417	0.863672635159076
TCGA-AG-3881-01	562.640949272966	1326.3984155468	1889.03936481977	0.635395087034247
TCGA-EI-6510-01	-1709.41552939957	83.0353741404248	-1626.38015525915	0.933675605424931
TCGA-AG-3896-01	-321.980378045321	469.308068219278	147.327690173957	0.810018187102302
TCGA-AF-3911-01	-280.262008152196	299.449951695471	19.1879435432757	0.82090418916234
TCGA-EI-6506-01	-667.601023003519	690.49057079132	22.8895477878009	0.820593777853937
TCGA-AG-3584-01	-297.42945741571	556.267995970792	258.838538555083	0.800311539306701
TCGA-AG-A011-01	-695.893284049262	172.385631010714	-523.507653038548	0.863744684756258
TCGA-EI-7004-01	1597.21752812035	1150.54043728652	2747.75796540688	0.53327740525041
TCGA-AG-3598-01	-769.374172162773	786.140812736424	16.7666405736517	0.821107105103136
TCGA-EI-6514-01	-241.108370101262	135.34025674478	-105.768113356482	0.831240064695992
TCGA-EI-6512-01	-829.251650261233	272.051779089554	-557.199871171678	0.866226359468453
TCGA-G5-6572-01	54.1850353110382	-227.063597911634	-172.878562600596	0.836675968281247
TCGA-AG-A020-01	-1643.75081550985	-378.395553828915	-2022.14636933877	0.952893395262412
TCGA-F5-6813-01	-140.643643856929	603.696745978847	463.053102121918	0.781981346819179
TCGA-AG-4008-01	162.773151823808	504.109813556021	666.882965379829	0.762985037952602
TCGA-AG-3608-01	-580.584310611536	957.843293387547	377.25898277601	0.789768732117179
TCGA-AG-A032-01	-997.395922632456	52.6721599973597	-944.723762635096	0.893232145552713
TCGA-DT-5265-01	307.441895305785	639.78689210365	947.228787409436	0.735745595509365
TCGA-CI-6621-01	-49.7095055504303	828.439095038397	778.729589487967	0.752269965532369
TCGA-AF-6672-01	-1127.18517355315	17.0594448992213	-1110.12572865393	0.903883592972061
TCGA-AG-3894-01	-766.124321328447	226.09253322998	-540.031788098466	0.864964450031927
TCGA-EI-6885-01	133.20448653502	671.099142818283	804.303629353303	0.749791347290573
TCGA-AG-3581-01	-528.742101084067	589.516456505133	60.7743554210668	0.817402899300768
TCGA-AG-3892-01	-762.456079406935	1302.79798446273	540.341905055799	0.774859752705158
TCGA-AG-3883-01	496.371173822873	1153.96110208826	1650.33227591113	0.662056534666859
TCGA-AG-3593-01	-688.276725985713	874.381395186501	186.104669200788	0.806667261133273
TCGA-AF-2690-01	1543.19676023748	2090.01749555677	3633.21425579425	0.419137751191497
TCGA-AF-3400-01	1230.73661949676	2226.22478811086	3456.96140760762	0.442484523012669
TCGA-AG-3612-01	-91.9314378919848	607.512618977882	515.581181085897	0.77715217270822
TCGA-EI-6917-01	458.217759856684	1530.5889728832	1988.80673273989	0.624018912760771
TCGA-AH-6544-01	-1688.7062439487	-600.217899677495	-2288.9241436262	0.964037228516873
TCGA-DC-5869-01	-358.625252121245	54.1519767592874	-304.473275361958	0.84709887543575
TCGA-F5-6812-01	463.615753089469	897.529798274303	1361.14555136377	0.693264338623582
TCGA-AG-3599-01	-957.355947509722	629.404059684736	-327.951887824987	0.848925373342294
TCGA-DC-6156-01	983.036459483417	1549.09081572039	2532.12727520381	0.559781601223278
TCGA-EI-7002-01	-217.840254447188	221.37022058987	3.52996614268227	0.82221456307996
TCGA-DC-6157-01	-737.209019220885	-55.167800417929	-792.376819638814	0.882955439628962
TCGA-AG-3725-01	-1245.99833710051	102.830529011483	-1143.16780808903	0.905947761939345
TCGA-BM-6198-01	-29.559938621655	1190.84821560008	1161.28827697842	0.714105494523905
TCGA-DC-6160-01	-996.751644552932	571.587629756259	-425.164014796673	0.856380360959158
TCGA-AG-3575-01	223.829743485649	971.915760391297	1195.74550387695	0.710555637759736
TCGA-CL-5918-01	-1404.0345414614	78.7664482256534	-1325.26809323574	0.916940071380719
TCGA-F5-6464-01	1114.12269070925	1367.28139935846	2481.40409006771	0.565935730913398
TCGA-AG-3582-01	-376.604408032888	510.36749334742	133.763085314532	0.811184186769826
TCGA-AG-3600-01	-550.364281237666	646.070460688657	95.706179450991	0.814438336287935
TCGA-DC-4749-01	-1007.12492866799	-150.945263692749	-1158.07019236074	0.906871756936722
TCGA-AF-5654-01	-1227.65096169729	-371.185821386311	-1598.8367830836	0.932220082556351
TCGA-AG-4001-01	399.670695002212	706.55641314244	1106.22710814465	0.719740055410692
TCGA-AG-A014-01	-1106.95360392069	-239.121800299572	-1346.07540422027	0.918154523283568
TCGA-AG-3731-01	756.712529228665	1358.93117575067	2115.64370497934	0.609363171771702
TCGA-AG-3728-01	258.713894214063	1387.22050325492	1645.93439746899	0.662540212293573
TCGA-AG-3885-01	-675.386310105221	733.330509943638	57.9441998384165	0.817642146333481
TCGA-DY-A1DC-01	-451.938006652975	157.75687753164	-294.181129121335	0.846295033724858
TCGA-AH-6903-01	-1453.17959831579	-205.515550331967	-1658.69514864775	0.935363824643097
TCGA-AG-A00Y-01	-1193.94136295435	382.518734479015	-811.422628475338	0.884264449525436
TCGA-CI-6622-01	-1129.27703888699	-224.36184410285	-1353.63888298984	0.918593855812789
TCGA-G5-6235-01	-1779.3908106174	-315.740395324387	-2095.13120594178	0.956088059528443
TCGA-AG-3609-01	120.085470181158	769.934734718437	890.020204899594	0.741406899118688
TCGA-F5-6571-01	374.459196353003	1144.34320494111	1518.80240129411	0.676401995865994
TCGA-EI-6883-01	-919.318097329543	325.166165787893	-594.15193154165	0.868923781567597
TCGA-EI-6511-01	181.22290847472	1623.86695793696	1805.08986641168	0.644862122119687
TCGA-DC-6155-01	-714.21220669301	446.031220910682	-268.180985782328	0.844255760012698
TCGA-AG-3999-01	-585.267510645594	50.0822836470459	-535.185226998548	0.864607217570423
TCGA-DY-A1DD-01	-1082.3085048875	-390.800588710498	-1473.109093598	0.92538286200907
TCGA-AG-A036-01	-619.646440395632	205.399966804386	-414.246473591246	0.855551782636943
TCGA-G5-6233-01	-713.904019165663	172.373216777015	-541.530802388647	0.865074851406543
TCGA-AG-4021-01	51.4833827163268	136.751989862865	188.235372579192	0.80648237718736
TCGA-EI-6507-01	96.1506555530584	1220.8385272545	1316.98918280756	0.697920955626593
TCGA-AG-3890-01	-464.154130750364	946.325720806411	482.171590056047	0.780229052816019
TCGA-EI-6884-01	-92.8437142624594	838.286086667779	745.44237240532	0.755480254943544
TCGA-AG-A023-01	-211.889154225205	382.151024046512	170.261869821307	0.80803948589872
TCGA-AH-6547-01	472.585755774673	1785.43140750875	2258.01716328342	0.592660857030465
TCGA-AF-A56N-01	-364.910292933925	28.1778257675728	-336.732467166352	0.849605861318135
TCGA-F5-6702-01	1198.64513836925	792.670538627472	1991.31567699672	0.623731089996711
TCGA-AG-A025-01	-771.015372557375	38.3661761062551	-732.64919645112	0.878805678887363
TCGA-AG-4022-01	131.373239918114	868.721935023947	1000.09517494206	0.730467855986739
TCGA-AF-2693-01	-453.235507928872	620.835913868017	167.600405939145	0.808269580187127
TCGA-AG-A008-01	-1664.02384222715	-104.867566890123	-1768.89140911728	0.9409622860072
TCGA-AG-3587-01	-581.231742940494	349.303315567169	-231.928427373325	0.841391836494568
TCGA-AF-2691-01	-288.141792582339	921.12422486264	632.982432280301	0.766192277202179
TCGA-AH-6897-01	-1331.98860423942	-377.762222615801	-1709.75082685522	0.937988197720157
TCGA-CI-6620-01	-458.092709221665	33.1146801566672	-424.978029064998	0.856366264124874
TCGA-DY-A1DF-01	-828.193792139687	-377.239917689955	-1205.43370982964	0.909779610432451
TCGA-AG-A00C-01	-1611.4139382265	107.181650121491	-1504.23228810501	0.927104823584143
TCGA-AH-6644-01	246.372795053734	477.424583055908	723.797378109642	0.757558071178946
TCGA-EI-6509-01	-599.681582737589	-259.816043574815	-859.497626312404	0.887537859014342
TCGA-F5-6864-01	468.98703390499	553.58671138581	1022.5737452908	0.728210436007365
TCGA-AG-A002-01	-1390.62167929126	-646.37701452187	-2036.99869381313	0.953552381154543
TCGA-DC-6683-01	-442.197237628487	57.078615443095	-385.118622185392	0.853330401460133
TCGA-AG-3591-01	-1016.66159263314	354.648534392258	-662.013058240879	0.873810858713661
TCGA-AF-2692-01	-637.759674999316	273.576206009296	-364.18346899002	0.851724183493342
TCGA-AH-6549-01	-224.330742769977	125.465765671242	-98.8649770987355	0.830676330588821
TCGA-AF-A56K-01	163.696442334506	591.289398301754	754.98584063626	0.754561703687626
TCGA-CL-5917-01	-773.593785275876	-394.88244307938	-1168.47622835526	0.907514391313043
TCGA-AG-3726-01	-476.898448323824	453.276110497133	-23.622337826691	0.824476565613268
TCGA-AF-6136-01	-868.947205623473	82.8275945677494	-786.119611055723	0.882523877919842
TCGA-AG-A02X-01	-1403.00373219363	-222.416183113415	-1625.41991530705	0.933625118402986
TCGA-F5-6863-01	-834.743846666794	-614.559051874234	-1449.30289854103	0.924052691428932
TCGA-DC-5337-01	-793.881141930946	588.215890059488	-205.665251871458	0.83930217877555
TCGA-AG-A02G-01	-1523.81925372577	-76.357169290469	-1600.17642301624	0.932291228250831
TCGA-AF-2687-01	1090.70105013649	1313.49980655334	2404.20085668983	0.575242295382542
TCGA-AG-A016-01	-1377.13984626177	-641.10005433706	-2018.23990059883	0.952719315912499
TCGA-AG-A01J-01	-1346.71817718211	1.68035091017589	-1345.03782627193	0.918094166201529
TCGA-DY-A0XA-01	-944.662304321458	-197.688820755954	-1142.35112507741	0.905896999671238
TCGA-DC-6154-01	-809.010384232935	-24.775555228752	-833.785939461687	0.885792647092882
TCGA-AF-4110-01	148.836648873676	1211.89293331112	1360.72958218479	0.693308341863151
TCGA-CI-6619-01	-569.940051030928	533.670167124028	-36.2698839069002	0.825525737663922
TCGA-AG-3594-01	-592.094148643798	1526.5425560521	934.448407408304	0.737014843911718
TCGA-AG-3592-01	-561.384153168574	340.323967368652	-221.060185799922	0.840528608089946
TCGA-F5-6465-01	696.393802515749	1240.96133648224	1937.35513899799	0.629902650673362
TCGA-EF-5831-01	-174.991071826616	196.096427040697	21.1053552140818	0.820743427975016
TCGA-F5-6814-01	-484.195373393579	571.76862906455	87.5732556709705	0.815130469289741
TCGA-AG-3893-01	-82.3761641705348	464.728834621668	382.352670451133	0.78930987221096
TCGA-AG-3882-01	-158.6329203285	1625.19128237327	1466.55836204477	0.682030386240036
TCGA-CL-4957-01	-821.320685561379	-231.932094745421	-1053.2527803068	0.90028091839999
TCGA-DC-4745-01	-535.838103079521	256.864629345198	-278.973473734322	0.845103743612113
TCGA-AG-3586-01	-848.029457387232	399.801780140115	-448.227677247117	0.85812352633269
TCGA-AG-3578-01	-695.172703393141	483.165247862783	-212.007455530358	0.839807946600137
TCGA-DC-6681-01	-22.307451488554	206.619109784834	184.31165829628	0.806822781917625
TCGA-AG-A00H-01	-144.647441100915	12.3600245932794	-132.287416507636	0.833397780669648
TCGA-AG-3909-01	-575.799172896158	422.467736449693	-153.331436446465	0.835101020597803
TCGA-AG-4005-01	-290.793570748395	143.99242192763	-146.801148820765	0.834573330637662
TCGA-AG-A026-01	-866.468849994752	-470.384810470591	-1336.85366046534	0.917617337641502
TCGA-G5-6641-01	-2031.34921218546	-677.623393368053	-2708.97260555351	0.978581659371465
TCGA-EF-5830-01	-1079.05482635732	90.003872504739	-989.050953852579	0.896138608918754
TCGA-AF-3913-01	-224.60697296443	47.6898927807466	-176.917080183683	0.837000500872259
TCGA-AG-3583-01	-1075.37639372429	601.270442827775	-474.105950896516	0.860067711750389
TCGA-DY-A1DE-01	-552.606246394672	331.311118275905	-221.295128118767	0.840547291409738
TCGA-AG-A015-01	-1463.6620425212	-258.00833293663	-1721.67037545783	0.9385933084474
TCGA-F5-6861-01	-836.758179419319	-63.253746191508	-900.011925610827	0.890262151314506
TCGA-AG-3580-01	-968.997891150161	687.716798042538	-281.281093107623	0.84528478191476
TCGA-DC-6158-01	726.675951790078	1002.13606718825	1728.81201897833	0.653379149972248
TCGA-DY-A1H8-01	-1932.43561196796	-473.64186751465	-2406.07747948261	0.968464793109521
TCGA-CI-6624-01	57.5951705209461	817.6361791715	875.231349692446	0.742861900574718
TCGA-AG-3898-01	-212.551466132082	790.701739643902	578.150273511819	0.771339606008807
TCGA-AG-3574-01	-763.98190447814	230.410018288571	-533.571886189568	0.864488203647335
TCGA-AF-A56L-01	-567.82192505244	-79.031461364201	-646.853386416641	0.872726626019499
TCGA-EI-6882-01	-787.600181961549	384.340404732623	-403.259777228927	0.854715737671659
