"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"AL035458.2",0.98881803722731,1.37640219499539,8.76162945845744,1.76448955630688e-17,4.30523303790127e-16,28.6679491170479
"AC109322.1",0.753459859723127,2.13665874116068,8.74639150376959,1.99039674841248e-17,4.84808665042874e-16,28.5492001121483
"VLDLR-AS1",-0.333308558918862,0.2404721609857,-8.73758261481915,2.13380155025758e-17,5.18846840076355e-16,28.4806265079831
"AC005699.1",-0.286988374395242,0.19292761005687,-8.73704604062858,2.14285962118043e-17,5.2015715736051e-16,28.4764512463804
"AL390719.2",1.39077406073968,5.01054378476466,8.71313462149147,2.58755186263078e-17,6.27027952216308e-16,28.290592696406
"LINC00892",-0.404182568954607,0.43226161078326,-8.7081431439086,2.6913059504089e-17,6.51057221040897e-16,28.2518453821978
"WDFY3-AS2",-0.357854826290859,0.524171326433889,-8.70249397640127,2.81370014805517e-17,6.79506189077174e-16,28.2080136480933
"SENCR",-0.501776590529861,0.634077763184541,-8.69858711305196,2.90154936154949e-17,6.9952999573683e-16,28.1777134677098
"C9orf163",0.565660460611452,0.793106349782527,8.69551264273863,2.97258379374183e-17,7.15438843125367e-16,28.153876531668
"AC093620.1",1.05886466813413,2.06288345495612,8.66881465701373,3.6663226292668e-17,8.80911688008239e-16,27.9471606067954
"AL137060.3",0.397886716215933,0.516999088814261,8.66103475397589,3.89705390727712e-17,9.33186422120953e-16,27.8870168080471
"AC012615.1",0.774500313820655,2.53607304515986,8.65270161084246,4.16012970367937e-17,9.94502507240451e-16,27.8226432424985
"AC073283.1",0.977466999825936,1.07953449924334,8.65203848018841,4.18180354138947e-17,9.9800079129187e-16,27.8175226510238
"AL023803.2",0.808764111095304,1.57903643735848,8.65105492988905,4.21415576924715e-17,1.00403146529156e-15,27.8099283981017
"POC1B-AS1",0.509470806955524,1.07511911375767,8.64983192412839,4.25472984364358e-17,1.01199748764247e-15,27.8004861942917
"HCG18",0.627172124824028,2.68227424604071,8.63713555483787,4.69944076031549e-17,1.11095374493238e-15,27.7025261268391
"SPATA3-AS1",0.57764093269258,0.71502136323056,8.63706277664859,4.70211799491695e-17,1.11095374493238e-15,27.7019649264781
"DLG1-AS1",-0.373733287983272,0.421455897755751,-8.59450882262134,6.55608254048385e-17,1.54640642419133e-15,27.37446570602
"LINC01915",-0.477803424648412,0.589402761472795,-8.59139160908437,6.71733703237202e-17,1.5791868950399e-15,27.3505255394721
"LINC02132",-0.318978984849241,0.13866336303804,-8.58984569972726,6.79875561532556e-17,1.5956814503784e-15,27.3386555173236
"HID1-AS1",-0.360799925559559,0.294776382339104,-8.58533113405667,7.04215083791858e-17,1.65007488063362e-15,27.3040007963102
"AC006111.2",0.644886664988002,1.01814131722768,8.58458563116896,7.08316375955539e-17,1.6569460306181e-15,27.2982795501454
"STX18-AS1",0.445593250579397,1.10356012417557,8.57250744037223,7.78149755475618e-17,1.81730657885047e-15,27.2056420833735
"AL139020.1",-0.267588482973305,0.0668950406184952,-8.56504985123678,8.24622183076331e-17,1.91951462517078e-15,27.1484952789737
"AC022144.1",0.95178202589374,1.31842889259494,8.56136569073835,8.48582267133333e-17,1.97204954407904e-15,27.1202784255632
"LINC00265",0.925366423689312,2.66341000602332,8.56040422688566,8.54947596080506e-17,1.98359036367222e-15,27.1129161890419
"AC069549.1",-0.862801778052814,0.630365250561169,-8.55707666712514,8.77344058464518e-17,2.0322270216982e-15,27.0874410505618
"AP000697.1",0.882861080356795,0.815960300833309,8.55343694274319,9.02506001044298e-17,2.08710033781468e-15,27.0595850198329
"AL009179.1",0.302952192416235,0.512393109872257,8.55246856092407,9.09319850237944e-17,2.09943293110311e-15,27.0521752494024
"CASC16",-0.425281175421634,0.368987785303816,-8.55223594805472,9.10964149543827e-17,2.09980939576151e-15,27.0503954636679
"AC005261.2",0.866293200923334,3.94585860989162,8.53665921573157,1.0280283251216e-16,2.36196588929073e-15,26.9313008091149
"GIHCG",-0.763118910629124,1.44082650281293,-8.52813477765827,1.09826443648965e-16,2.51925512163063e-15,26.8661985565815
"AC103740.1",-0.460827473735302,0.295251709576526,-8.52511416305593,1.12427374094297e-16,2.57475033143902e-15,26.8431420995854
"ZNF213-AS1",0.611778188147656,2.62506057072503,8.52212523980046,1.15060919952629e-16,2.63081226007817e-15,26.8203339192502
"AC023794.3",-0.381304946390642,0.199471956055661,-8.52109356343056,1.15984012860381e-16,2.64764793286434e-15,26.8124627705765
"AC107081.2",0.627767955508623,0.948858078340356,8.51877405724019,1.18086204051811e-16,2.69130229684641e-15,26.7947689169585
"AC008735.2",1.27825347709019,3.19646561556086,8.50120978525846,1.3527541229303e-16,3.07317987927243e-15,26.6609077234436
"AC087482.1",-0.619243256267432,0.440828890003975,-8.498177247616,1.38483923905071e-16,3.14103696844525e-15,26.6378182881726
"AL096828.3",0.801338747150775,1.19634623594349,8.47988228621263,1.5949896589478e-16,3.60040977790509e-15,26.4986611451693
"MIR4713HG",0.823264423952483,1.09966112361436,8.46986993089253,1.7230373568666e-16,3.88327147391748e-15,26.4226050067622
"AL031710.2",0.644682306992429,0.817487445496878,8.44620009011161,2.06755221703672e-16,4.64494773830627e-15,26.2430878072584
"AC048344.4",0.755488120652924,0.982791253297942,8.43184519611588,2.30877719570612e-16,5.1786749250522e-15,26.1344120866258
"LINC00863",-0.451108316248773,1.10326004308986,-8.43008880538017,2.34013885720637e-16,5.24072803155727e-15,26.1211252012406
"AC087741.1",0.796079506715466,1.5313998823842,8.42698854331378,2.39652688649938e-16,5.35854339795192e-15,26.0976774750269
"AP000487.1",0.412030200635711,0.801842896507122,8.42564812807561,2.4213203127699e-16,5.40545460690176e-15,26.0875418515732
"AL355802.3",0.738533719478809,1.20758393900796,8.41220488519026,2.68442727753753e-16,5.98340268653648e-15,25.9859611510163
"LINC00174",0.803369429297609,1.98358504947814,8.41085687328178,2.71231936814673e-16,6.0360815326292e-15,25.9757823544026
"AL161431.1",1.96071366808674,1.96034132142753,8.40781981589982,2.77621356225796e-16,6.16858988378821e-15,25.9528543971243
"AC245140.2",0.636154450934883,1.79053431283423,8.400552357013,2.93520755138834e-16,6.51165919381551e-15,25.8980162822542
"LINC01705",1.51594490329851,1.41613886578542,8.40007830530901,2.94588567408365e-16,6.52513676809528e-15,25.89444054222
"LINC01829",-0.305010905570386,0.118672677362436,-8.38374329141239,3.33823642158401e-16,7.38265827026129e-15,25.7713250970468
"RNF139-AS1",0.509389664430288,0.891730438957031,8.37479469167436,3.57461741890909e-16,7.89311160910518e-15,25.7039615410908
"AC145124.1",-0.274686127683805,0.26938579605674,-8.36816508313887,3.76033340979633e-16,8.29027782539234e-15,25.6540920522735
"AC132192.2",0.790553243351537,1.78877431836266,8.36033029093117,3.99212850520859e-16,8.78764187730388e-15,25.5951976100808
"AC010319.4",0.604490545218986,1.1820975069232,8.35775740407946,4.0712843555817e-16,8.94798868600406e-15,25.5758667450983
"AC016831.1",0.781170684187673,1.06659075505113,8.35547425893597,4.14282331895343e-16,9.08797736058355e-15,25.5587167831009
"PAXIP1-AS1",0.754923568847427,4.03143734407733,8.35531688003199,4.14780005099997e-16,9.08797736058355e-15,25.5575347615298
"C2-AS1",0.635975412499661,0.676594502512866,8.3298488031458,5.0360957954528e-16,1.09833375378983e-14,25.3664872580184
"LYPLAL1-DT",-0.314623602966411,0.204775911926385,-8.32049123773137,5.40765421482051e-16,1.17622094857469e-14,25.2964093540989
"AC083880.1",0.766709232482997,1.54510374037304,8.32043858100956,5.40981982555516e-16,1.17622094857469e-14,25.2960151916698
"STAG3L5P-PVRIG2P-PILRB",0.717549670206723,1.43056740360558,8.31755538377336,5.52971371752874e-16,1.20044749861696e-14,25.2744360425356
"AL592494.2",-0.313013561326435,0.171480407798956,-8.31138646876813,5.79512490905066e-16,1.25231235839485e-14,25.2282852460514
"AL049597.2",-0.614042711658376,1.54853798342323,-8.30709882510135,5.9869691619432e-16,1.29180022587073e-14,25.1962247703044
"MANCR",-0.766600108436445,0.670196294261167,-8.30183626345181,6.23102637759394e-16,1.34037981682506e-14,25.156892578015
"AC079209.1",-0.32890545506511,0.312477227767743,-8.29299126236191,6.66354790021583e-16,1.43124931868878e-14,25.0908304399033
"SLC9A3-AS1",1.5722066334888,3.81926767667114,8.28859601331219,6.88937331769366e-16,1.47751522165848e-14,25.0580239401699
"MATN1-AS1",0.472886035497926,1.065700242807,8.28606529458034,7.02281195812687e-16,1.50385773894874e-14,25.0391407849109
"AC093673.1",0.871807462569438,4.47649560769005,8.27713552195253,7.51437296893035e-16,1.60669308005365e-14,24.9725476056159
"AC005392.2",-1.92790584062239,2.12979513357313,-8.27352727823388,7.72250144219508e-16,1.64870753681562e-14,24.9456557401088
"SEPTIN9-DT",-0.41723552416322,0.400077510670809,-8.27177004913574,7.82591211840294e-16,1.66827263444331e-14,24.9325627070081
"AC244205.1",-0.441915130241097,0.276409735068084,-8.26494888878002,8.24044745600034e-16,1.75400274979371e-14,24.8817597423537
"LINC01138",0.618577514623665,1.65421542335866,8.24692358056836,9.44314540112541e-16,2.00098698365252e-14,24.7476722635404
"AC023510.2",-0.447349134272391,0.269190604426347,-8.24569156970669,9.53140520306771e-16,2.01667462923415e-14,24.738516127446
"SCAT1",0.832483475791199,0.906468074582095,8.24489784550461,9.58869761073201e-16,2.02577313457134e-14,24.7326178610841
"AL512770.1",0.555283594751258,1.16144620665042,8.23306780544358,1.04840292799617e-15,2.21163093858239e-14,24.644761509083
"AC087289.2",0.491859331490034,0.876626259557798,8.22888867327389,1.08196554548453e-15,2.27904064974573e-14,24.6137492754647
"AC137932.3",0.569525200220155,1.07357050861778,8.22850141910101,1.0851287749503e-15,2.28231239075599e-14,24.6108762070076
"CD44-AS1",0.955724172934945,1.33816187886773,8.22572811294713,1.10805055061321e-15,2.32707031192487e-14,24.5903040196689
"AL162582.1",1.80617172095149,1.73932354243264,8.22095849324664,1.14859556448451e-15,2.40865247368823e-14,24.5549363924216
"AC100786.1",-0.287256067652797,0.363122620353194,-8.20721901409701,1.27375883055219e-15,2.66717949511195e-14,24.4531480183064
"AC091729.3",0.814265214959522,2.62235863966827,8.20259760073245,1.31881344142256e-15,2.75744828106287e-14,24.4189413298776
"AC105942.1",-1.01313749929627,3.1346972143524,-8.19839066061418,1.36119345213844e-15,2.84186721318328e-14,24.3878159989724
"GORAB-AS1",-0.418302508336573,0.483151488112985,-8.19043114884761,1.44508762479327e-15,3.01258267192196e-14,24.3289622731405
"FIRRE",1.11941378654412,1.07073591920208,8.17799049051493,1.58654512844015e-15,3.30262316310831e-14,24.2370667986929
"AC121761.1",0.921974233718945,1.66245257990467,8.17487744383781,1.62402929558068e-15,3.37569491116594e-14,24.2140892924922
"AL161729.4",0.947163184447653,1.38806190507573,8.16398457340987,1.76220336114398e-15,3.65219222917794e-14,24.1337442912705
"LINC01778",-0.455629394655056,0.365339688998543,-8.16125346335296,1.79862849422443e-15,3.72224197578475e-14,24.1136134063172
"AC103706.1",0.98015256902911,1.40090757171864,8.16019085101698,1.81300066863552e-15,3.74651566743106e-14,24.1057824120848
"BX284668.2",-0.333993712575752,0.208621833529388,-8.15569320211609,1.87509876117701e-15,3.86919942335448e-14,24.0726458132787
"LINC02166",0.647041633839815,1.40130361733243,8.14959601128113,1.96264573726165e-15,4.03809375492324e-14,24.027748124969
"PSMG3-AS1",-0.601595236762921,1.50274488039816,-8.14481183997369,2.03415409213002e-15,4.16707635983167e-14,23.9925380993967
"AC024941.2",-0.774813922550317,1.10181941328142,-8.14143630378313,2.08614924084842e-15,4.26127545219988e-14,23.9677052623813
"AC002511.2",-0.930977387047505,0.993666818720966,-8.13729674853906,2.15170674207487e-15,4.38886255764796e-14,23.9372631350764
"AC012442.1",1.20444067847078,3.46041305954092,8.13662173574963,2.16258796159724e-15,4.40471938844863e-14,23.9323003060444
"AC120498.10",-1.0184366104514,1.10753813924694,-8.130044257419,2.27150147095224e-15,4.61329582410014e-14,23.8839588217212
"AC008771.1",0.735386561410789,3.12110080158753,8.12955598832336,2.27979905938651e-15,4.62352381485882e-14,23.8803715275903
"AL359881.1",1.24169498531861,1.26415227361401,8.12899213637843,2.28941832444832e-15,4.63639916676849e-14,23.876229146311
"RPARP-AS1",0.612759552273544,2.79050192565175,8.12774795250618,2.31078595661312e-15,4.67299596589836e-14,23.8670894780287
"ZNF710-AS1",-0.866502303461555,2.55471246389499,-8.12041871589655,2.44071302720317e-15,4.92871052330941e-14,23.8132725368524
"SCAT2",0.847444546852948,1.36444309381557,8.11808881892771,2.48350670445736e-15,5.0079930359015e-14,23.7961728668472
"AC016737.1",0.701614849036144,1.0884341140425,8.11206778974049,2.59755632818179e-15,5.23053387902061e-14,23.7520015162251
"AC005785.1",0.535782745337612,1.01495673624062,8.09178340759177,3.02116421541808e-15,6.06629233962701e-14,23.6033872625334
"MCM3AP-AS1",0.504240107107385,1.38116430394804,8.09081537211659,3.04300174787278e-15,6.10149827126513e-14,23.5963024631624
"AC145423.2",0.849748592082146,1.14209495984475,8.08532746482048,3.16977852679193e-15,6.34672039488734e-14,23.5561509059658
"AL365181.3",1.19808074296011,4.74541354065228,8.08253389186578,3.23630118997957e-15,6.47077654007763e-14,23.5357205889454
"LINC01555",0.711837408698551,0.791547715778376,8.07014160528232,3.54839719226662e-15,7.08479980247487e-14,23.4451608600498
"LINC00390",-0.657998939571219,0.51716052444684,-8.04268031675488,4.34974241018694e-15,8.6725665832363e-14,23.2448831309263
"KCNJ2-AS1",-0.638408418231087,1.29661659711268,-8.0297920151661,4.78503395082007e-15,9.52705636050917e-14,23.1510790543772
"AP001065.3",-0.746280220046221,0.900746325537981,-8.014724794125,5.34863647531132e-15,1.05897026081024e-13,23.0415716183682
"AL031600.1",0.906673027707644,1.54473748441639,8.01411617549867,5.37272899247253e-15,1.06225671125928e-13,23.0371517444013
"AC004982.2",0.723318317400658,2.12919389709399,8.00149430164598,5.89721916135016e-15,1.16433118149443e-13,22.9455515911719
"LINC02430",-0.277843471958128,0.10700453185674,-7.97817259043998,7.00260858764945e-15,1.38065339831041e-13,22.7766098315528
"CASC8",1.17243213224938,1.53552533482617,7.97309997836706,7.26885191667584e-15,1.43115617737218e-13,22.7399172770661
"AL157394.1",-0.639566400167792,1.06158920339261,-7.9721901758602,7.31764939015914e-15,1.43876557218996e-13,22.7333382690771
"AC100791.2",0.8121345525158,0.814428328700254,7.96124853480119,7.93043707556839e-15,1.55493604402846e-13,22.6542645775623
"AL592546.2",-0.651957672750868,1.14144877528325,-7.95678771992093,8.19455009657275e-15,1.60450196366043e-13,22.6220523604722
"AL596223.2",0.85240718435824,1.08388704545391,7.95620807403436,8.22950024251152e-15,1.60912269569439e-13,22.6178677332036
"AC092376.2",-0.279602297593803,0.276748878195596,-7.95343413506267,8.39880309328144e-15,1.63996463705727e-13,22.5978453340662
"TMED2-DT",0.405634308894544,0.970363325190167,7.95192542770325,8.49232242344853e-15,1.65594446595332e-13,22.5869578218311
"AC135178.6",0.650937852044089,1.39766541311942,7.94923628771933,8.66156659525324e-15,1.68662593481195e-13,22.5675559626631
"AC092614.1",0.507827383462642,0.707986033033944,7.94538744535906,8.90960151584369e-15,1.73254473372565e-13,22.5397963090088
"BNC2-AS1",-0.607588381906337,0.442601990852461,-7.94222801071661,9.11843405449287e-15,1.77072494734919e-13,22.5170172026877
"THUMPD3-AS1",0.791523623736389,2.84598998639048,7.93475144183063,9.63204753874834e-15,1.86790568959366e-13,22.4631416461152
"LINC01389",-1.01021862763012,2.11699380992446,-7.92808768430515,1.01138110283944e-14,1.95865280243878e-13,22.4151581342782
"AL117379.1",0.99134794796031,2.04801162828542,7.92646468313687,1.02347015083193e-14,1.97666387713807e-13,22.4034764365159
"AC013287.1",0.559700146434751,0.568678169165941,7.92303630496756,1.04947717325517e-14,2.02413447728779e-13,22.3788068097855
"AL161891.1",0.506966797578621,0.734551970892942,7.91259564526394,1.13275992012047e-14,2.17883373509197e-13,22.3037326434945
"AL451042.2",-0.608374575450133,1.38147966079881,-7.90839616811695,1.16806717226606e-14,2.2437019287322e-13,22.2735589257099
"AC097639.1",0.590498636472405,1.77506720184261,7.90816904886365,1.1700073207707e-14,2.24438752087218e-13,22.2719274222505
"AL139339.1",-0.3179367874606,0.263278882303957,-7.90369789703391,1.20885553140785e-14,2.315775136924e-13,22.2398168716496
"AL162595.1",0.7146021683542,1.61610532200438,7.90237363510805,1.22060383404391e-14,2.33197843010868e-13,22.2303092525558
"LINC01730",0.823429195327458,0.989891789746015,7.89229920709368,1.31374428056208e-14,2.50654628818951e-13,22.1580220391727
"AC027796.4",0.847377069924128,1.75827444284108,7.8889325733064,1.34640570469538e-14,2.56540957926904e-13,22.1338822290206
"LINC01594",1.14098434489873,1.19774963683467,7.88273348149235,1.40865464039318e-14,2.68041452110251e-13,22.0894549117395
"AC105137.2",0.462921413573561,0.740267078512539,7.87588601370224,1.48071652132821e-14,2.80999162066247e-13,22.0404141515862
"AP001610.3",-0.99798945317615,1.70958923180258,-7.86229941792431,1.63463111124661e-14,3.09793190281175e-13,21.9432121119142
"HM13-IT1",0.97396692629544,2.11907053672068,7.86046635997511,1.65656943470188e-14,3.13531753088569e-13,21.9301084880565
"AP001347.1",-0.381821088714121,0.347770510735181,-7.85049419963043,1.78110246815798e-14,3.36652114514766e-13,21.8588664156674
"NORAD",0.82266738312088,7.79144175505501,7.84756722783941,1.81937620200502e-14,3.43428455920416e-13,21.8379699530558
"AC011462.4",0.783187679958282,1.58357943474456,7.84383528688942,1.86935404407248e-14,3.52393124052813e-13,21.8113358804847
"AC124283.2",0.790534739687037,1.57492561244564,7.83421937898825,2.00445288098359e-14,3.76858409029487e-13,21.7427571716101
"AC092535.5",1.03873332605537,2.48786201237465,7.81160251576585,2.36132682410631e-14,4.43366477596437e-13,21.5817310917489
"AC064807.2",1.08778681677499,1.15541068106572,7.80979687582321,2.39238028315386e-14,4.48010342060623e-13,21.5688919295587
"LINC01215",-0.515066158449338,0.431680043972868,-7.79660604612021,2.63178257325535e-14,4.91543475078628e-13,21.4751715269934
"RASAL2-AS1",0.45557796768712,1.12201650870665,7.79638485367177,2.63599199513196e-14,4.91681875302508e-13,21.4736010745974
"SREBF2-AS1",0.568670305254386,2.28725406801668,7.79512184019904,2.66015535217874e-14,4.94886643995877e-13,21.4646344620526
"LINC01550",-0.42700381835868,0.306208007461957,-7.79391394404698,2.68346846697281e-14,4.98569449381475e-13,21.4560602680482
"AC096734.2",-0.289679460081324,0.190035377711686,-7.79194540223333,2.72189485086991e-14,5.04950155893544e-13,21.4420890127848
"LINC01572",0.368933774763444,0.514376072400622,7.79179080025005,2.72493559014222e-14,5.04950155893544e-13,21.4409918853112
"AGAP2-AS1",0.96909191330409,3.70855008057693,7.76528021057,3.29907050520269e-14,6.10543387490253e-13,21.2531258750729
"MMP25-AS1",0.741599638315013,1.62651457952685,7.7584335548214,3.4657708766791e-14,6.4055760036249e-13,21.2046932093006
"AL355987.4",1.03649390336999,1.8479158034648,7.74498101639538,3.81785771627488e-14,7.04712903462405e-13,21.1096338255967
"AC073896.2",-0.579593167921669,2.20596752849673,-7.73889689218012,3.98845635978336e-14,7.35245219197515e-13,21.0666864576594
"AC004923.4",0.59312712416242,1.15590488311515,7.71864583769345,4.61223395182938e-14,8.49130240274459e-13,20.9239367805562
"LINC01184",0.609653410273292,3.69140134550201,7.7130296317697,4.80163628006698e-14,8.82853383997788e-13,20.8844029329537
"MAGI2-AS3",-0.731416918749777,1.04515600370533,-7.70928763113264,4.93206664733283e-14,9.05660321147542e-13,20.8580752904128
"LINC01615",0.673370811453425,0.731752374461319,7.70862225153462,4.95562187353006e-14,9.08808482266005e-13,20.8533949775062
"AC078860.2",1.03470118167524,1.19354809850813,7.70685007013025,5.01890145723582e-14,9.19224122193475e-13,20.8409309969789
"AC092115.2",0.905696557861156,1.36025657874237,7.68407689517081,5.9065077412585e-14,1.07761459124943e-12,20.6809754778089
"AL078587.1",0.898909604018541,1.14150158425414,7.68041038059833,6.06319501744347e-14,1.10477959598045e-12,20.6552590500421
"ASMTL-AS1",1.08806786309547,2.60296176453887,7.67691038966864,6.2165842848314e-14,1.13127469604326e-12,20.6307200845946
"AL117332.1",0.698402528754754,1.6619585852613,7.67318226533723,6.38417830585984e-14,1.16028348287012e-12,20.6045918378348
"LINC00702",-0.587039881981039,0.440770330982115,-7.66549071675781,6.74413714354455e-14,1.22413429125336e-12,20.5507195118114
"AL133410.1",0.547271157856907,1.06455639376276,7.66480065338403,6.77739263232103e-14,1.22859741631436e-12,20.5458884332937
"AC004943.2",0.548112470387935,2.05850230643157,7.66019193916758,7.00367627850672e-14,1.26799635918405e-12,20.5136324426532
"ID2-AS1",-0.754858263910352,1.0730506781657,-7.65904629033317,7.06107210910765e-14,1.27675712013661e-12,20.5056166431906
"AL117382.2",1.5782617592587,4.41735062843614,7.65601215936961,7.21532763835251e-14,1.30298706498452e-12,20.4843924427367
"VAC14-AS1",0.383242088937891,0.406771948655512,7.6543456613812,7.30146039902257e-14,1.31686390097384e-12,20.4727380081749
"AC024060.2",0.835212234359526,3.26913336840111,7.65346558653696,7.3473549493091e-14,1.32345748108521e-12,20.4665841698427
"NUP50-DT",0.786382274668228,3.14999179674816,7.64854925644106,7.60901164377224e-14,1.36711469026762e-12,20.432218008466
"AL121899.1",0.831469964980752,1.06997307201588,7.64803879983616,7.63669966979714e-14,1.37035258884866e-12,20.4286508617026
"AC104785.1",0.602330964893969,1.04962896444787,7.64727755423582,7.67817542430892e-14,1.37605328463974e-12,20.4233315311577
"AC004585.1",0.74050640698955,1.48069783617351,7.64704445482214,7.69091995741309e-14,1.37659698631677e-12,20.4217027980296
"AC020891.2",0.618043230662728,0.6959894384178,7.64655383843187,7.71781217635201e-14,1.37966841629213e-12,20.4182748538271
"AL031716.1",0.759530343306057,1.57499970931815,7.6375347058944,8.22901405180052e-14,1.4655088341498e-12,20.355290567987
"AC125257.1",0.699755988336995,3.58677723957231,7.63402006134982,8.43713294163895e-14,1.49880697469516e-12,20.3307630829319
"AC009549.1",-0.43441172756667,0.322100941271776,-7.62771304539184,8.82368388029153e-14,1.56355678358766e-12,20.2867721188991
"AC104088.1",0.900563729482802,1.53467137732343,7.62691368481974,8.87390518659355e-14,1.57049288296068e-12,20.2811987954634
"AC010913.1",0.301751363904035,0.36070709137605,7.62541253693584,8.9689797638613e-14,1.58533986449498e-12,20.2707337629182
"AL139383.1",-0.282645374091187,0.300586426004764,-7.62155135813254,9.21816079657322e-14,1.62735550999031e-12,20.2438239842169
"AC002091.2",-0.541010545879191,0.492351276637877,-7.62063977270594,9.27797798589771e-14,1.63517276687319e-12,20.2374725091498
"UBAC2-AS1",0.641879917639518,1.62863887565724,7.62052537983682,9.28551126786764e-14,1.63517276687319e-12,20.2366755209678
"AC016735.1",1.35687185504884,3.88714596760538,7.60916279178426,1.00646054177016e-13,1.77017179157987e-12,20.157560628635
"LINC00920",1.27023055235988,2.51045848813636,7.60878052393806,1.00919064287833e-13,1.77277404627548e-12,20.1549006986927
"AC124067.4",1.28973391082302,4.51733759183537,7.60410666357508,1.04316641369226e-13,1.83018899511157e-12,20.1223876162877
"ZNF433-AS1",0.512065565309647,1.51144243035936,7.60322409047675,1.04970743676098e-13,1.83938845779031e-12,20.1162499800179
"AC005534.1",0.574206507859684,0.690352183768237,7.59702697051715,1.09678800287691e-13,1.91951441096088e-12,20.0731703328682
"AC116351.2",0.715261586292464,0.960519619108077,7.59529822684846,1.11028859139075e-13,1.94074612472938e-12,20.0611580822014
"FGF13-AS1",-0.271122410082982,0.0992292880066324,-7.58875720781111,1.16286829064799e-13,2.02765324578424e-12,20.0157281158731
"AC026202.2",-0.574744022440766,0.702345638748201,-7.58618329977929,1.18422445103535e-13,2.06235452308073e-12,19.9978602380135
"AL513123.1",0.490679345158518,0.494739184095914,7.58575743692419,1.187794965385e-13,2.06603453120218e-12,19.9949044162758
"LINC02747",-1.27673266500254,3.9511820530327,-7.57941624087635,1.24223238979904e-13,2.15543284673086e-12,19.9509078942387
"AL391845.2",0.535084177361341,0.512777055212204,7.57222521171155,1.30694287749966e-13,2.26494159308499e-12,19.9010521328259
"AC099792.1",0.753685607182461,0.787440611500277,7.56407169378394,1.38433712692892e-13,2.39321501357858e-12,19.8445710839776
"AC006252.1",0.463541623111934,0.800922131856217,7.55603799332506,1.46500414478139e-13,2.5265083645281e-12,19.7889696366581
"LINC01433",0.376671631510127,0.399866070181642,7.55204473203583,1.50680594202508e-13,2.59544119491465e-12,19.7613505000506
"AC097658.2",1.11471823595724,1.94772326680735,7.55178943340573,1.50951802641308e-13,2.59695722602328e-12,19.7595851574152
"LINC-PINT",0.793965981853452,1.98858922945705,7.5358844657448,1.68830588755506e-13,2.90102112266431e-12,19.649703417249
"AF186192.1",-0.562412840931351,0.395611546757021,-7.53289792734667,1.72413069711057e-13,2.95899234409679e-12,19.6290920467258
"AL158211.1",-0.273757569145785,0.186429283872229,-7.53183953370883,1.73700540709437e-13,2.97748351281377e-12,19.621789258954
"AC010864.1",0.369001814867234,0.691274881035336,7.52833016855011,1.78037584624928e-13,3.04814106237075e-12,19.5975811933644
"PRMT5-AS1",0.31079907998484,0.457320311163093,7.52050695738294,1.8809340779965e-13,3.21254475779258e-12,19.5436495516127
"AC079015.1",-0.341965529250128,0.276231857388948,-7.50097006758494,2.15713217987011e-13,3.67542136800946e-12,19.4091707358122
"AC004471.1",0.599453544073415,1.02495820592632,7.48896430612823,2.34628511343915e-13,3.99290969605202e-12,19.3266762050907
"EPB41L4A-AS1",0.694842788563219,4.03257564708919,7.47491715040012,2.58840393096307e-13,4.38914044561394e-12,19.230295089084
"LINC00115",0.550477415322192,1.45964043646941,7.47115874327151,2.65725202517485e-13,4.50050235470474e-12,19.2045333790562
"ZKSCAN2-DT",0.712462357879988,1.71333971354815,7.47076259252059,2.6646130816099e-13,4.50486531931435e-12,19.201818626292
"LINC01982",-0.304389409830641,0.144524807345499,-7.47067820626172,2.66618369279397e-13,4.50486531931435e-12,19.2012403573843
"AC026368.1",0.810544032193991,1.01992407964434,7.46946489317887,2.6888671036722e-13,4.53778334067346e-12,19.1929265604819
"AC012360.3",0.566197334162621,1.34462717564586,7.46746578352408,2.72665644621554e-13,4.59608582420351e-12,19.1792308375703
"HHIP-AS1",-0.676953944062223,1.08264490818223,-7.4661851426827,2.75113877979972e-13,4.63184600266518e-12,19.1704588936897
"AC025165.1",-0.329179084576625,0.278411409148215,-7.46561193482506,2.76216693313717e-13,4.63969267883382e-12,19.1665330275434
"AC110619.1",-0.48142119696196,0.326035223299833,-7.46560268521206,2.76234524614542e-13,4.63969267883382e-12,19.1664696795694
"AC005083.1",0.854664005431307,3.12030226548443,7.46433193073583,2.78695074941152e-13,4.67548092587665e-12,19.1577672675827
"AC004816.1",0.675768849370855,1.92587622306567,7.45782336167009,2.91639841716875e-13,4.88686335245676e-12,19.1132145755541
"LINC02615",0.53983285321439,0.986319953251146,7.45385934031007,2.99811977550698e-13,5.01195117188525e-12,19.0860958651404
"Z82243.1",0.795594891634143,1.2838772129359,7.44847208375027,3.11280623665203e-13,5.1975431343674e-12,19.0492598659998
"MACORIS",-0.543089346546448,0.55469483653599,-7.44582781172686,3.17066825864116e-13,5.28792861582319e-12,19.0311875115124
"AC036176.1",-0.532516950921873,1.38107978959894,-7.44461232287826,3.19761959462436e-13,5.32661050216156e-12,19.0228820217015
"AL353708.3",0.54487018278788,0.957416571467121,7.44415960361363,3.20771538890243e-13,5.33715649684047e-12,19.0197888611431
"AC145207.5",0.65146690504357,2.6580139416851,7.4370324263292,3.37085209833171e-13,5.59774232913767e-12,18.9711138949833
"AC008760.1",0.70005474131865,2.01445807679511,7.43697372497575,3.37222908372148e-13,5.59774232913767e-12,18.9707131571439
